fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol,quality,type,pH_bin_5,pH_bin_10
8.5,0.18,0.3,2.83,0.36,10.0,4,White,"(2.719, 2.978]","(2.719, 2.849]"
6.5,0.35,0.38,3.47,0.48,9.1,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.22,0.26,3.04,0.35,11.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.3,0.18,0.24,3.11,0.52,9.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.3,0.45,3.18,0.48,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.34,0.27,3.35,0.6,11.9,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.3,0.23,3.11,0.62,9.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.31,0.23,3.11,0.62,9.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.7,0.265,0.28,3.36,0.44,10.8,7,White,"(3.236, 3.494]","(3.236, 3.365]"
5.4,0.255,0.33,3.37,0.66,11.3,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.26,0.28,3.17,0.34,12.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
4.8,0.17,0.28,3.38,0.34,11.3,7,White,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.2,0.33,3.36,0.41,13.5,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.28,0.41,3.28,0.45,10.3,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.34,0.26,3.08,0.35,11.6,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.19,0.34,3.21,0.68,12.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.21,0.29,3.39,0.45,8.6,5,White,"(3.236, 3.494]","(3.365, 3.494]"
6.1,0.22,0.46,3.19,0.33,13.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.32,0.48,3.22,0.79,12.7,4,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.21,0.72,2.97,0.51,9.2,5,White,"(2.719, 2.978]","(2.849, 2.978]"
5.6,0.26,0.18,3.32,0.35,10.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.15,0.28,2.96,0.39,9.0,7,White,"(2.719, 2.978]","(2.849, 2.978]"
7.4,0.27,0.28,3.02,0.4,11.9,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.22,0.3,2.89,0.42,9.0,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.2,0.24,0.25,3.3,0.51,9.0,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.28,0.29,3.43,0.59,11.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
5.5,0.17,0.23,3.28,0.5,10.0,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.26,0.34,3.29,0.46,10.7,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.27,0.33,3.29,0.46,10.7,5,White,"(3.236, 3.494]","(3.236, 3.365]"
5.4,0.46,0.15,3.39,0.77,13.4,8,White,"(3.236, 3.494]","(3.365, 3.494]"
7.8,0.19,0.32,2.99,0.39,11.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.8,0.2,0.32,2.99,0.39,11.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.17,0.28,3.16,0.37,11.1,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.2,0.35,2.79,0.52,10.9,5,White,"(2.719, 2.978]","(2.719, 2.849]"
6.7,0.39,0.24,3.03,0.37,11.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.9,0.4,0.17,3.08,0.49,9.4,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.3,0.24,0.29,3.17,0.38,10.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.27,0.31,3.03,0.65,12.0,4,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.27,0.28,3.14,0.42,10.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
5.0,0.61,0.12,3.26,0.37,13.5,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.42,0.39,3.31,0.58,9.7,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.33,0.28,3.24,0.32,12.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.33,0.31,3.11,0.57,12.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.15,0.3,3.42,0.57,11.4,7,White,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.32,0.45,3.2,0.7,12.7,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.25,0.29,3.13,0.29,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.27,0.3,3.08,0.29,11.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.27,0.45,3.18,0.48,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.6,0.19,0.31,3.46,0.4,13.2,7,White,"(3.236, 3.494]","(3.365, 3.494]"
7.4,0.29,0.48,3.02,0.34,8.8,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.34,0.44,3.18,0.48,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.27,0.52,3.18,0.48,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.26,0.52,3.16,0.47,9.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.26,0.5,3.18,0.47,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.25,0.3,3.03,0.58,10.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.3,0.32,0.26,3.14,0.55,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
5.5,0.24,0.45,3.22,0.48,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.13,0.29,3.17,0.39,9.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.39,0.21,3.03,0.47,9.3,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.9,0.21,0.39,3.05,0.52,10.9,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.3,0.28,3.2,0.57,11.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
8.1,0.2,0.3,2.99,0.73,10.3,5,White,"(2.978, 3.236]","(2.978, 3.107]"
8.3,0.18,0.3,3.02,0.51,11.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.2,0.17,0.34,2.99,0.4,10.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.21,0.62,2.96,0.59,10.2,5,White,"(2.719, 2.978]","(2.849, 2.978]"
6.9,0.21,0.62,2.96,0.59,10.2,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.8,0.26,0.34,3.24,0.52,10.5,3,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.28,0.38,3.13,0.52,11.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.34,0.28,3.22,0.49,10.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.43,0.32,3.28,0.33,12.9,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.41,0.3,3.12,0.59,9.9,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.4,0.24,3.24,0.44,11.3,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.1,0.35,0.26,3.38,0.4,11.5,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.3,0.3,0.2,3.0,0.38,10.7,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.9,0.28,0.28,3.03,0.56,10.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.33,0.28,3.17,0.64,12.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.26,0.49,3.19,0.48,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.24,0.3,3.05,0.56,11.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.46,0.21,3.26,0.54,13.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.1,0.23,0.18,3.22,0.39,11.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.44,0.23,3.15,0.57,13.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
4.8,0.26,0.23,3.46,0.28,11.5,7,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.31,0.19,2.83,0.44,9.6,5,White,"(2.719, 2.978]","(2.719, 2.849]"
6.5,0.41,0.22,3.14,0.62,9.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.31,0.23,3.16,0.48,8.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.27,0.33,3.0,0.45,12.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.37,0.25,3.14,0.36,11.7,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.21,0.5,2.96,0.56,11.0,6,White,"(2.719, 2.978]","(2.849, 2.978]"
7.5,0.26,0.31,2.97,0.43,11.9,6,White,"(2.719, 2.978]","(2.849, 2.978]"
7.5,0.34,0.28,3.2,0.5,13.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.24,0.32,3.34,0.35,12.6,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.39,0.79,3.17,0.46,10.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.2,0.31,0.43,3.23,0.64,10.6,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.9,0.17,0.29,3.41,0.33,13.7,7,White,"(3.236, 3.494]","(3.365, 3.494]"
5.9,0.2,0.23,3.36,0.49,12.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.32,0.26,3.4,0.73,12.5,7,White,"(3.236, 3.494]","(3.365, 3.494]"
5.9,0.12,0.27,3.55,0.68,12.1,6,White,"(3.494, 3.752]","(3.494, 3.623]"
5.9,0.18,0.29,3.21,0.38,11.3,6,White,"(2.978, 3.236]","(3.107, 3.236]"
5.4,0.17,0.27,3.46,0.55,10.3,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.1,0.21,0.3,3.27,0.31,12.7,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.25,0.26,3.12,0.37,9.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.22,0.3,3.1,0.47,9.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.27,0.19,3.16,0.34,10.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.39,0.22,3.25,0.53,13.0,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.0,0.31,0.38,3.24,0.56,13.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
8.4,0.23,0.32,3.1,0.55,11.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.22,0.25,3.08,0.36,9.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.23,0.27,3.16,0.4,10.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.36,0.54,3.06,0.49,8.6,4,White,"(2.978, 3.236]","(2.978, 3.107]"
7.6,0.37,0.51,2.91,0.51,9.0,5,White,"(2.719, 2.978]","(2.849, 2.978]"
6.7,0.26,0.51,3.13,0.5,9.6,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.22,0.27,3.29,0.44,9.9,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.28,0.31,3.15,0.5,11.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.35,0.31,3.18,0.49,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.73,0.2,3.12,0.28,11.1,4,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.2,0.37,3.15,0.52,10.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.33,0.31,3.06,0.55,12.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.2,0.24,0.36,3.13,0.63,12.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.27,0.26,3.16,0.37,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.38,0.26,2.99,0.31,11.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.21,0.3,3.18,0.39,10.6,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.34,0.1,3.01,0.39,9.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.435,0.16,3.24,0.46,12.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.25,0.33,3.26,0.45,12.3,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.26,0.29,3.23,0.56,10.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.24,0.3,2.99,0.57,10.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.5,0.23,0.34,3.07,0.55,11.0,7,White,"(2.978, 3.236]","(2.978, 3.107]"
4.8,0.65,0.12,3.32,0.36,13.5,4,White,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.22,0.38,2.95,0.64,11.4,6,White,"(2.719, 2.978]","(2.849, 2.978]"
5.8,0.27,0.26,3.1,0.38,11.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
5.0,0.455,0.18,3.21,0.83,14.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.33,0.3,3.25,0.63,12.5,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.31,0.3,3.09,0.36,12.8,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.2,0.39,0.24,3.23,0.43,11.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.37,0.3,3.17,0.27,13.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.23,0.82,2.93,0.42,9.2,6,White,"(2.719, 2.978]","(2.849, 2.978]"
7.2,0.25,0.32,3.17,0.48,11.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
4.7,0.455,0.18,3.21,0.83,14.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.28,0.51,3.18,0.52,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.35,0.28,3.12,0.4,14.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.31,0.28,3.0,0.4,13.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.4,0.25,0.37,3.04,0.53,11.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.3,0.36,0.34,3.14,0.57,10.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
8.6,0.31,0.3,2.95,0.39,10.1,5,White,"(2.719, 2.978]","(2.849, 2.978]"
8.6,0.22,0.33,2.83,0.31,10.3,5,White,"(2.719, 2.978]","(2.719, 2.849]"
6.9,0.14,0.29,3.19,0.33,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.22,0.31,3.15,0.31,11.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.32,0.47,3.18,0.56,9.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.28,0.26,3.03,0.41,12.1,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.2,0.3,0.28,3.14,0.41,13.3,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.22,0.28,3.22,0.6,11.5,8,White,"(2.978, 3.236]","(3.107, 3.236]"
8.7,0.31,0.21,2.96,0.52,11.0,4,White,"(2.719, 2.978]","(2.849, 2.978]"
7.3,0.27,0.3,3.28,0.53,10.7,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.7,0.23,0.25,3.44,0.61,10.3,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.36,0.36,3.17,0.42,9.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
8.2,0.18,0.38,2.88,0.6,12.0,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.2,0.27,0.32,3.21,0.6,11.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.4,0.37,3.16,0.5,9.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
4.9,0.345,0.34,3.24,0.4,10.1,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.23,0.39,3.18,0.47,11.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.2,0.15,2.99,0.58,9.9,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.27,0.32,3.22,0.6,11.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.3,0.33,3.32,0.42,12.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.3,0.32,3.31,0.44,12.7,7,White,"(3.236, 3.494]","(3.236, 3.365]"
5.7,0.14,0.3,3.32,0.45,9.3,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.16,0.3,2.88,0.47,11.2,6,White,"(2.719, 2.978]","(2.849, 2.978]"
8.4,0.22,0.3,3.13,0.54,10.8,7,White,"(2.978, 3.236]","(3.107, 3.236]"
5.4,0.24,0.18,3.24,0.46,10.3,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.31,0.36,3.11,0.48,12.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.6,0.185,0.19,3.26,0.41,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.43,0.24,3.14,0.54,9.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.39,0.46,2.91,0.51,9.0,5,White,"(2.719, 2.978]","(2.849, 2.978]"
7.2,0.58,0.27,3.17,0.53,13.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.34,0.32,3.39,0.44,11.8,7,White,"(3.236, 3.494]","(3.365, 3.494]"
7.5,0.35,0.48,2.97,0.52,8.8,5,White,"(2.719, 2.978]","(2.849, 2.978]"
7.3,0.38,0.23,3.1,0.55,11.2,4,White,"(2.978, 3.236]","(2.978, 3.107]"
5.4,0.185,0.19,3.26,0.41,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.27,0.51,3.16,0.54,9.4,4,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.29,0.52,3.16,0.51,9.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.17,0.3,3.03,0.49,10.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.18,0.31,3.08,0.49,9.8,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.37,0.67,3.06,0.56,10.3,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.24,0.26,3.19,0.81,11.9,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.32,0.29,3.15,0.65,12.8,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.27,0.25,3.09,0.38,13.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.29,0.53,3.26,0.59,10.4,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.29,0.52,3.25,0.59,10.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.22,0.25,3.21,0.4,10.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.22,0.27,3.05,0.76,10.7,7,White,"(2.978, 3.236]","(2.978, 3.107]"
5.6,0.23,0.25,3.19,0.42,10.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.11,0.27,3.2,0.37,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.23,0.41,3.16,0.71,9.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.2,0.17,3.3,0.43,11.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.2,0.41,2.99,0.39,9.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.19,0.32,2.9,0.57,10.5,7,White,"(2.719, 2.978]","(2.849, 2.978]"
6.7,0.28,0.34,3.25,0.54,11.0,7,White,"(3.236, 3.494]","(3.236, 3.365]"
8.0,0.37,0.31,2.9,0.72,12.1,5,White,"(2.719, 2.978]","(2.849, 2.978]"
6.0,0.26,0.29,3.22,0.39,12.8,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.24,0.49,3.01,0.98,10.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.25,0.57,3.0,0.4,9.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.25,0.48,3.07,0.45,9.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.14,0.35,3.07,0.72,11.1,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.38,0.26,3.06,0.5,12.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
5.4,0.15,0.32,3.04,0.58,12.6,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.22,0.32,3.2,0.57,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.21,0.29,3.0,0.6,11.3,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.46,0.24,3.08,0.56,9.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.2,0.32,0.12,3.16,0.5,9.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.4,0.24,3.2,0.52,9.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.9,0.23,0.24,3.21,0.51,11.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.37,0.12,3.06,0.46,8.4,4,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.23,0.42,3.04,0.4,9.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.6,0.19,0.37,3.18,0.79,10.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.28,0.27,3.27,0.56,11.6,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.32,0.45,3.25,0.6,12.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.26,0.26,3.09,0.54,9.3,5,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.25,0.27,3.2,0.46,12.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.28,0.3,3.22,0.46,11.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.19,0.38,3.11,0.38,11.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.29,0.57,3.06,0.41,9.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.5,0.26,0.38,3.13,0.62,11.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.2,0.22,3.24,0.58,11.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.33,0.22,3.14,0.48,9.9,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.34,0.22,3.14,0.46,9.9,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,1.1,0.16,3.35,0.47,12.4,4,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.24,0.29,3.21,0.5,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.24,0.22,3.23,0.52,9.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.16,0.27,2.9,0.43,8.7,7,White,"(2.719, 2.978]","(2.849, 2.978]"
6.9,0.19,0.35,3.0,0.63,10.7,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.16,0.36,3.02,0.58,11.3,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.3,0.27,2.96,0.38,11.7,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.5,0.43,0.18,3.23,0.51,10.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.17,0.36,3.05,0.54,11.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.41,0.01,3.19,0.42,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.36,0.32,3.15,0.49,11.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.17,0.21,3.07,0.41,9.7,5,White,"(2.978, 3.236]","(2.978, 3.107]"
5.5,0.28,0.21,3.42,0.42,12.5,5,White,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.5,0.26,3.27,0.78,12.9,8,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.44,0.27,3.16,0.36,11.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.38,0.28,3.16,0.72,10.6,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.24,0.28,3.19,0.37,10.7,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.28,0.27,3.21,0.51,9.9,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.26,0.32,2.96,0.46,12.0,6,White,"(2.719, 2.978]","(2.849, 2.978]"
7.5,0.16,0.38,3.15,0.82,10.4,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.36,0.16,3.19,0.39,8.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.35,0.19,3.13,0.38,9.9,4,White,"(2.978, 3.236]","(3.107, 3.236]"
5.7,0.25,0.26,3.08,0.45,9.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.4,0.37,0.26,3.13,0.46,10.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.7,0.25,0.21,3.3,0.59,11.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.8,0.23,0.21,3.3,0.57,11.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.4,0.265,0.28,3.19,0.38,10.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
5.7,0.25,0.27,3.1,0.5,9.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
5.7,0.25,0.26,3.08,0.45,9.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.23,0.28,3.23,0.53,10.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.3,0.32,3.28,0.44,10.1,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.33,0.24,3.06,0.3,11.5,8,White,"(2.978, 3.236]","(2.978, 3.107]"
7.4,0.26,0.29,3.06,0.45,11.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.2,0.4,3.03,0.38,9.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.21,0.42,3.12,0.38,9.7,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.25,0.27,3.07,0.46,11.3,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.27,0.24,3.15,0.49,9.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.24,0.3,2.86,0.46,8.9,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.4,0.14,0.28,3.26,0.36,10.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.5,0.2,3.18,0.4,9.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.41,0.27,3.08,0.41,9.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.25,0.28,3.09,0.58,12.8,7,White,"(2.978, 3.236]","(2.978, 3.107]"
8.0,0.25,0.35,3.08,0.55,9.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.21,0.34,3.22,0.38,11.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
